water_id,loc_id,sample_code,sample_date,tow_type,tow_count,tow_length,tow_total,tow_cmmt,analysis_type,p_h,sample_cmmt,veliger_count,locmetadata,huc2,huc6,huc8,waterbody_name,location_name,state,latitude,longitude,water_year,veliger_detect
426,330,130019,2013-01-23,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,68,GOOGLE EARTH,15,150301,15030104,COLORADO RIVER,MCINTYRE PARK,AZ-CA,33.516,-114.563,2013,1
426,346,130020,2013-01-23,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,36,GPS,15,150301,15030104,COLORADO RIVER,TAYLOR FERRY GAGE,AZ-CA,33.4344,-114.6261,2013,1
426,333,130021,2013-01-23,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,28,GPS,15,150301,15030104,COLORADO RIVER,OXBOW GAGE,AZ-CA,33.3677,-114.7033,2013,1
426,321,130022,2013-01-23,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,52,GPS,15,150301,15030104,COLORADO RIVER,CIBOLA GAGE,AZ-CA,33.2209,-114.6726,2013,1
426,328,130023,2013-01-24,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,57,GPS,15,150301,15030104,COLORADO RIVER,MARTINEZ GAGE,AZ-CA,32.9975,-114.497,2013,1
340,326,130024,2013-01-24,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,76,GPS,15,150301,15030104,IMPERIAL RESERVOIR,IMPERIAL DAM,AZ-CA,32.8834,-114.4676,2013,1
270,59,130025,2013-01-29,Vertical,5,30,150,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,DAM,AZ,33.818,-111.63,2013,0
270,61,130026,2013-01-29,Vertical,5,18,90,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,MARINA,AZ,33.831,-111.634,2013,0
270,58,130027,2013-01-29,Vertical,5,10,50,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,BOATER'S CAMPGROUND,AZ,33.882,-111.617,2013,0
270,60,130028,2013-01-29,Vertical,5,2,10,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,MAIN BOAT LAUNCH,AZ,33.837,-111.633,2013,0
273,1664,130029,2013-01-30,Vertical,5,20,100,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,MARINA,AZ,33.673,-111.141,2013,0
273,1668,130030,2013-01-30,Vertical,5,1,5,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,WINDY HILL,AZ,33.671,-111.082,2013,0
273,1663,130031,2013-01-30,Vertical,5,40,200,NA,Microscopy & PCR,8,Good 8,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,DAM,AZ,33.673,-111.16,2013,0
269,37,130032,2013-01-30,Vertical,5,49,245,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,APACHE LAKE,HORSE MESA DAM,AZ,33.593,-111.337,2013,0
269,38,130033,2013-01-30,Vertical,5,4,20,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,APACHE LAKE,MARINA,AZ,33.576,-111.256,2013,0
269,39,130034,2013-01-30,Vertical,5,12,60,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,APACHE LAKE,THREE MILE ISLAND,AZ,33.656,-111.185,2013,0
269,35,130035,2013-01-30,Vertical,5,10,50,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,APACHE LAKE,BURNT HORSE CORRAL,AZ,33.623,-111.206,2013,0
271,214,130036,2013-01-31,Vertical,5,9,35,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,CANYON LAKE,BEACH BELOW HORSE MESA DAM,AZ,33.577,-111.356,2013,0
271,217,130037,2013-01-31,Vertical,5,35,85,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,CANYON LAKE,MORMON FLATS DAM,AZ,33.551,-111.44,2013,0
271,216,130038,2013-01-31,Vertical,5,6,175,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,CANYON LAKE,MARINA,AZ,33.536,-111.425,2013,0
272,1427,130039,2013-01-31,Vertical,5,6,30,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,SAGUARO LAKE,BOATERS CAMPGROUND,AZ,33.572,-111.484,2013,0
272,1429,130040,2013-01-31,Vertical,5,7,35,NA,Veliger Count,8.5,Good 8.5,0,GPS,15,150601,15060106,SAGUARO LAKE,MARINA AND DAM,AZ,33.5704,-111.535,2013,0
272,1426,130041,2013-01-31,Vertical,5,30,150,NA,Veliger Count,9,Good 9.0,0,GPS,15,150601,15060106,SAGUARO LAKE,BOAT RAMP,AZ,33.575,-111.536,2013,0
588,600,130042,2013-01-31,Horizontal,5,10,50,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,15,150601,15060106,GRANITE REEF DIVERSION DAM,DOCK,AZ,33.514,-111.69,2013,0
153,973,130043,2013-01-14,NA,NA,NA,NA,NA,Microscopy & PCR,8,Good 8.0,0,GOOGLE EARTH,14,140700,14070006,LAKE POWELL,GLEN CANYON DAM OUTFLOW,UT-AZ,36.935,-111.483,2013,0
153,973,130044,2013-01-14,NA,NA,NA,NA,NA,Microscopy & PCR,8,Good 8.0,0,GOOGLE EARTH,14,140700,14070006,LAKE POWELL,GLEN CANYON DAM OUTFLOW,UT-AZ,36.935,-111.483,2013,0
148,944,130045,2013-02-20,Vertical,NA,NA,NA,NA,Veliger Count,NA,NA,347,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
148,944,130046,2013-02-20,Vertical,20,3,60,NA,Veliger Count,NA,NA,171,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
148,944,130047,2013-02-20,Vertical,20,3,60,NA,Veliger Count,NA,NA,3199,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
147,938,130048,2013-02-12,Vertical,1,30,30,NA,Veliger Count,NA,NA,102,GPS,15,150100,15010005,LAKE MEAD,HOOVER DAM (CR342.5),AZ-NV,36.0193,-114.7326,2013,1
147,938,130049,2013-02-12,Vertical,3,10,30,NA,Veliger Count,NA,NA,154,GPS,15,150100,15010005,LAKE MEAD,HOOVER DAM (CR342.5),AZ-NV,36.0193,-114.7326,2013,1
270,59,130050,2013-02-25,Vertical,5,NA,NA,NA,Microscopy & PCR,8.5,8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,DAM,AZ,33.818,-111.63,2013,0
270,60,130051,2013-02-25,Vertical,5,18,90,NA,Microscopy & PCR,8.5,8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,MAIN BOAT LAUNCH,AZ,33.837,-111.633,2013,0
270,58,130052,2013-02-25,Vertical,5,18.5,92.5,NA,Microscopy & PCR,8.5,8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,BOATER'S CAMPGROUND,AZ,33.882,-111.617,2013,0
270,60,130053,2013-02-25,Vertical,5,20,100,NA,Microscopy & PCR,8.5,8.5,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,MAIN BOAT LAUNCH,AZ,33.837,-111.633,2013,0
273,1664,130054,2013-02-26,Vertical,5,30,150,NA,Microscopy & PCR,8,8,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,MARINA,AZ,33.673,-111.141,2013,0
273,1668,130055,2013-02-26,Vertical,5,14.5,72.5,NA,Microscopy & PCR,8,8,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,WINDY HILL,AZ,33.671,-111.082,2013,0
273,1663,130056,2013-02-26,Vertical,5,28,140,NA,Microscopy & PCR,7,7,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,DAM,AZ,33.673,-111.16,2013,0
273,1662,130057,2013-02-26,Vertical,5,12,60,NA,Microscopy & PCR,8,8,0,GPS,15,150601,15060105,THEODORE ROOSEVELT LAKE,CHOLLA RECREACTION SITE,AZ,33.724,-111.196,2013,0
269,37,130058,2013-02-26,Vertical,5,32,160,NA,Veliger Count,8,8,0,GPS,15,150601,15060106,APACHE LAKE,HORSE MESA DAM,AZ,33.593,-111.337,2013,0
269,38,130059,2013-02-26,Vertical,5,4.5,22.5,NA,Veliger Count,8,8,0,GPS,15,150601,15060106,APACHE LAKE,MARINA,AZ,33.576,-111.256,2013,0
269,39,130060,2013-02-26,Vertical,5,11.5,57.5,NA,Veliger Count,8,8,0,GPS,15,150601,15060106,APACHE LAKE,THREE MILE ISLAND,AZ,33.656,-111.185,2013,0
269,35,130061,2013-02-26,Vertical,5,3.5,17.5,NA,Veliger Count,8,8,0,GPS,15,150601,15060106,APACHE LAKE,BURNT HORSE CORRAL,AZ,33.623,-111.206,2013,0
272,1429,130062,2013-02-27,Vertical,5,15.5,77.5,NA,Veliger Count,9,9,0,GPS,15,150601,15060106,SAGUARO LAKE,MARINA AND DAM,AZ,33.5704,-111.535,2013,0
272,1427,130063,2013-02-27,Vertical,5,7.5,37.5,NA,Veliger Count,8,8,0,GPS,15,150601,15060106,SAGUARO LAKE,BOATERS CAMPGROUND,AZ,33.572,-111.484,2013,0
272,1428,130064,2013-02-27,Vertical,5,7,35,NA,Veliger Count,8.5,8.5,0,GPS,15,150601,15060106,SAGUARO LAKE,BUTCHER JONES CAMPGROUND,AZ,33.573,-111.515,2013,0
271,214,130065,2013-02-27,Vertical,5,27,135,NA,Veliger Count,8,8,0,GPS,15,150601,15060106,CANYON LAKE,BEACH BELOW HORSE MESA DAM,AZ,33.577,-111.356,2013,0
271,217,130066,2013-02-27,Vertical,5,32,160,NA,Veliger Count,8.5,8.5,0,GPS,15,150601,15060106,CANYON LAKE,MORMON FLATS DAM,AZ,33.551,-111.44,2013,0
271,216,130067,2013-02-27,Vertical,5,14,70,NA,Veliger Count,8.5,8.5,2,GPS,15,150601,15060106,CANYON LAKE,MARINA,AZ,33.536,-111.425,2013,1
588,600,130068,2013-02-27,Vertical,5,NA,NA,NA,Microscopy & PCR,9,9,0,GPS,15,150601,15060106,GRANITE REEF DIVERSION DAM,DOCK,AZ,33.514,-111.69,2013,0
426,323,130069,2013-02-25,Horizontal,NA,NA,NA,NA,Microscopy,8.75,Good 8.75,350,GPS,15,150301,15030101,COLORADO RIVER,DAVIS DAM GAGE,AZ-CA,35.185,-114.569,2013,1
426,322,130070,2013-02-25,Horizontal,NA,NA,NA,NA,Microscopy,8.6,Good 8.60,377,GPS,15,150301,15030101,COLORADO RIVER,DAVIS DAM,AZ-CA,35.1961,-114.5699,2013,1
426,332,130071,2013-02-25,Horizontal,NA,NA,NA,NA,Microscopy,7.1,Good 7.10,562,GPS,15,150301,15030101,COLORADO RIVER,NEEDLES GAGE,AZ-CA,34.82506,-114.58117,2013,1
426,332,130072,2013-02-25,Horizontal,NA,NA,NA,NA,Microscopy,8.2,Good 8.20,1026,GPS,15,150301,15030101,COLORADO RIVER,NEEDLES GAGE,AZ-CA,34.82506,-114.58117,2013,1
426,343,130073,2013-02-26,Horizontal,NA,NA,NA,NA,Microscopy,7.6,Good 7.60,109,GPS,15,150301,15030101,COLORADO RIVER,RIVER SECTION 41 GAGE,AZ-CA,34.6876,-114.4627,2013,1
426,343,130074,2013-02-26,Horizontal,NA,NA,NA,NA,Microscopy,7.5,Good 7.50,118,GPS,15,150301,15030101,COLORADO RIVER,RIVER SECTION 41 GAGE,AZ-CA,34.6876,-114.4627,2013,1
426,327,130075,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,8.9,Good 8.90,131,GPS,15,150301,15030104,COLORADO RIVER,INTERSTATE 10 GAGE,AZ-CA,33.5894,-114.5427,2013,1
426,327,130076,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.8,Good 7.80,98,GPS,15,150301,15030104,COLORADO RIVER,INTERSTATE 10 GAGE,AZ-CA,33.5894,-114.5427,2013,1
426,333,130077,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,8,Good 8.00,47,GPS,15,150301,15030104,COLORADO RIVER,OXBOW GAGE,AZ-CA,33.3677,-114.7033,2013,1
426,333,130078,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.8,Good 7.80,51,GPS,15,150301,15030104,COLORADO RIVER,OXBOW GAGE,AZ-CA,33.3677,-114.7033,2013,1
426,346,130079,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.8,Good 7.80,35,GPS,15,150301,15030104,COLORADO RIVER,TAYLOR FERRY GAGE,AZ-CA,33.4344,-114.6261,2013,1
426,346,130080,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,8.2,Good 8.20,31,GPS,15,150301,15030104,COLORADO RIVER,TAYLOR FERRY GAGE,AZ-CA,33.4344,-114.6261,2013,1
426,321,130081,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.9,Good 7.90,44,GPS,15,150301,15030104,COLORADO RIVER,CIBOLA GAGE,AZ-CA,33.2209,-114.6726,2013,1
426,321,130082,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.7,Good 7.70,60,GPS,15,150301,15030104,COLORADO RIVER,CIBOLA GAGE,AZ-CA,33.2209,-114.6726,2013,1
426,330,130083,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.8,Good 7.80,34,GOOGLE EARTH,15,150301,15030104,COLORADO RIVER,MCINTYRE PARK,AZ-CA,33.516,-114.563,2013,1
426,330,130084,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.6,Good 7.60,41,GOOGLE EARTH,15,150301,15030104,COLORADO RIVER,MCINTYRE PARK,AZ-CA,33.516,-114.563,2013,1
426,344,130085,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,8.26,Good 8.26,36,GOOGLE EARTH,15,150301,15030104,COLORADO RIVER,SENATORS WASH RESERVOIR,AZ-CA,32.909,-114.485,2013,1
426,344,130086,2013-02-27,Horizontal,NA,NA,NA,NA,Microscopy,7.9,Good 7.90,207,GOOGLE EARTH,15,150301,15030104,COLORADO RIVER,SENATORS WASH RESERVOIR,AZ-CA,32.909,-114.485,2013,1
426,328,130087,2013-02-28,Horizontal,NA,NA,NA,NA,Microscopy,8.1,Good 8.10,127,GPS,15,150301,15030104,COLORADO RIVER,MARTINEZ GAGE,AZ-CA,32.9975,-114.497,2013,1
340,326,130088,2013-02-28,Vertical,5,6,30,NA,Microscopy,7.6,Good 7.60,26,GPS,15,150301,15030104,IMPERIAL RESERVOIR,IMPERIAL DAM,AZ-CA,32.8834,-114.4676,2013,1
147,938,130089,2013-03-05,Vertical,3,10,30,NA,Veliger Count,8.65,Good 8.65,1753,GPS,15,150100,15010005,LAKE MEAD,HOOVER DAM (CR342.5),AZ-NV,36.0193,-114.7326,2013,1
147,938,130090,2013-03-05,Vertical,1,30,30,NA,Veliger Count,8.5,Good 8.5,1102,GPS,15,150100,15010005,LAKE MEAD,HOOVER DAM (CR342.5),AZ-NV,36.0193,-114.7326,2013,1
15,1451,130091,2013-03-13,Vertical,4,30,120,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN LUIS RESERVOIR,BASALT BOAT RAMP,CA,37.04027,-121.096027,2013,0
15,1454,130092,2013-03-13,Vertical,3,40,120,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN LUIS RESERVOIR,DAM INTAKE TOWER,CA,37.068638,-121.08627,2013,0
15,1461,130093,2013-03-13,Vertical,3,27,81,NA,Microscopy & PCR,9,Good 9.0,0,GOOGLE EARTH,18,180400,18040001,SAN LUIS RESERVOIR,ROMERO OVERLOOK,CA,37.078557000000004,-121.099147,2013,0
15,1455,130094,2013-03-13,Vertical,3,27,81,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN LUIS RESERVOIR,DINOSAUR POINT,CA,37.067805,-121.15644,2013,0
15,1459,130095,2013-03-13,Vertical,3,30,90,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN LUIS RESERVOIR,QUIEN SABE POINT,CA,37.03975,-121.1168333,2013,0
14,1225,130097,2013-03-13,Vertical,4,5,20,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,ONEILL FOREBAY,EAST INLET,CA,37.0969,-121.04897,2013,0
14,1225,130098,2013-03-13,Vertical,4,5,20,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,ONEILL FOREBAY,EAST INLET,CA,37.0969,-121.04897,2013,0
519,1444,130099,2013-03-13,Horizontal,4,NA,NA,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN JOAQUIN RIVER,DELTA MENDOTA CANAL,CA,36.78223333,-120.3688667,2013,0
519,1442,130100,2013-03-13,Horizontal,4,NA,NA,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN JOAQUIN RIVER,BELOW MENDOTA DAM,CA,36.78803333,-120.37335,2013,0
519,1444,130101,2013-03-13,Horizontal,4,NA,NA,NA,Microscopy & PCR,9,Good 9.0,0,GPS,18,180400,18040001,SAN JOAQUIN RIVER,DELTA MENDOTA CANAL,CA,36.78223333,-120.3688667,2013,0
115,1160,130102,2013-03-19,Vertical,3,30,90,NA,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),SPILLWAY,CO-NM,36.806,-107.614,2013,0
115,1158,130103,2013-03-19,Vertical,3,30,90,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),PINE MARINA,CO-NM,36.816569,-107.60632,2013,0
115,1159,130104,2013-03-19,Vertical,3,27,81,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),SIMS MARINA,CO-NM,36.828798,-107.595398,2013,0
115,1162,130105,2013-03-19,Vertical,3,5,15,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),TWO RIVER MARINA,CO-NM,37.004321,-107.413059,2013,0
115,1161,130106,2013-03-19,Vertical,3,5,15,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),STATE LINE,CO-NM,36.999871,-107.4103339,2013,0
473,904,130107,2013-03-18,Horizontal,5,5,25,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140801,14080104,LAKE FARMINGTON,BOAT RAMP,NM,36.802,-108.099,2013,0
473,906,130108,2013-03-18,Horizontal,5,5,25,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140801,14080104,LAKE FARMINGTON,FISHING DOCK,NM,36.799,-108.109,2013,0
164,1635,130109,2013-03-20,Vertical,5,9,45,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130600,13060001,SUMNER LAKE,DAM,NM,34.608467,-104.389762,2013,0
164,1637,130110,2013-03-20,Vertical,5,4,20,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,13,130600,13060001,SUMNER LAKE,MAIN BOAT RAMP,NM,34.61535,-104.386411,2013,0
164,1636,130111,2013-03-20,Vertical,5,4,20,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,13,130600,13060001,SUMNER LAKE,EAST BOAT RAMP,NM,34.61668,-104.377864,2013,0
163,176,130112,2013-03-21,Vertical,5,8,40,NA,Microscopy,7.5,Good 7.5,0,GPS,13,130600,13060011,BRANTLEY RESERVOIR,DAM,NM,32.54492,-104.38174,2013,0
163,178,130113,2013-03-21,Vertical,5,6,30,NA,Microscopy,7,Good 7.0,0,GPS,13,130600,13060011,BRANTLEY RESERVOIR,WEST DOCK,NM,32.55799,-104.39123,2013,0
163,177,130114,2013-03-21,Vertical,5,4,20,NA,Microscopy,7,Good 7.0,0,GPS,13,130600,13060011,BRANTLEY RESERVOIR,EAST DOCK,NM,32.5615,-104.38979,2013,0
355,478,130115,2013-03-22,Vertical,5,9,45,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130202,13020211,ELEPHANT BUTTE RESERVOIR,ROCK CANYON MARINA,NM,33.22586,-107.20023,2013,0
355,476,130116,2013-03-22,Vertical,5,19,95,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130202,13020211,ELEPHANT BUTTE RESERVOIR,DAM,NM,33.155,-107.19071,2013,0
355,477,130117,2013-03-22,Vertical,5,16,80,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130202,13020211,ELEPHANT BUTTE RESERVOIR,MARINA DEL SUR,NM,33.18192,-107.19802,2013,0
165,192,130118,2013-03-22,Horizontal,5,5,25,NA,Microscopy,7,Good 7.0,0,GPS,13,130301,13030101,CABALLO RESERVOIR,BOAT RAMP,NM,32.91162,-107.30596,2013,0
148,944,130119,2013-03-25,NA,NA,NA,NA,100 LITER TOW,Veliger Count,8,Good 8.0,191,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
148,944,130120,2013-03-25,Vertical,20,1.5,30,NA,Veliger Count,7.5,Good 7.5,14,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
148,944,130121,2013-03-25,Vertical,20,1.35,27,NA,Veliger Count,8.5,Good 8.5,3368,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
148,944,130122,2013-03-25,Vertical,1,1.65,1.65,NA,Veliger Count,8.5,Good 8.5,840,GOOGLE EARTH,15,150301,15030101,LAKE MOHAVE,DAVIS DAM,AZ-NV,35.2,-114.57,2013,1
153,972,130123,2013-03-14,NA,NA,NA,NA,5000 Liter sample,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,14,140700,14070006,LAKE POWELL,GLEN CANYON DAM,UT-AZ,36.938,-111.484,2013,0
153,972,130124,2013-03-14,NA,NA,NA,NA,5000 Liter sample,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,14,140700,14070006,LAKE POWELL,GLEN CANYON DAM,UT-AZ,36.938,-111.484,2013,0
340,326,130125,2013-03-21,Vertical,5,1.5,7.5,NA,Microscopy,7.5,Good 7.5,53,GPS,15,150301,15030104,IMPERIAL RESERVOIR,IMPERIAL DAM,AZ-CA,32.8834,-114.4676,2013,1
426,322,130126,2013-03-19,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,3792,GPS,15,150301,15030101,COLORADO RIVER,DAVIS DAM,AZ-CA,35.1961,-114.5699,2013,1
426,332,130127,2013-03-19,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,376,GPS,15,150301,15030101,COLORADO RIVER,NEEDLES GAGE,AZ-CA,34.82506,-114.58117,2013,1
426,332,130128,2013-03-19,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,703,GPS,15,150301,15030101,COLORADO RIVER,NEEDLES GAGE,AZ-CA,34.82506,-114.58117,2013,1
426,343,130129,2013-03-19,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,1471,GPS,15,150301,15030101,COLORADO RIVER,RIVER SECTION 41 GAGE,AZ-CA,34.6876,-114.4627,2013,1
426,343,130130,2013-03-19,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,1994,GPS,15,150301,15030101,COLORADO RIVER,RIVER SECTION 41 GAGE,AZ-CA,34.6876,-114.4627,2013,1
426,327,130131,2013-03-20,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,64,GPS,15,150301,15030104,COLORADO RIVER,INTERSTATE 10 GAGE,AZ-CA,33.5894,-114.5427,2013,1
